epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,124.421,0.8129,0.80851,1.04502,0.94177,0.94737,0.92657,0.58592,1.2801,1.08784,1.38404,0.0014951,0.0014951,0.0014951
53,130.846,0.85706,0.83878,1.09781,0.94212,0.94737,0.91554,0.53174,1.32919,0.94802,1.44928,0.0014852,0.0014852,0.0014852
54,132.322,0.86091,0.81746,1.07828,0.94272,0.94737,0.90991,0.50685,1.29607,1.1125,1.43089,0.0014753,0.0014753,0.0014753
55,133.805,0.84465,0.76129,1.03301,0.93184,0.89474,0.89267,0.56341,1.25624,1.44468,1.40581,0.0014654,0.0014654,0.0014654
56,135.265,0.7694,0.71507,1.00601,0.92699,0.89474,0.86816,0.55413,1.36256,1.50591,1.61048,0.0014555,0.0014555,0.0014555
57,142.254,0.77565,0.71795,1.02542,0.89319,0.89474,0.89683,0.55839,1.38737,1.18089,1.59405,0.0014456,0.0014456,0.0014456
58,143.765,0.79272,0.7312,1.03655,0.94027,0.94737,0.94493,0.5462,1.37925,0.80597,1.62717,0.0014357,0.0014357,0.0014357
59,145.224,0.87189,0.71694,1.04367,0.97032,0.89474,0.94231,0.54844,1.32873,0.81832,1.60135,0.0014258,0.0014258,0.0014258
60,146.705,0.80622,0.71935,1.07052,0.89606,0.94737,0.94078,0.56218,1.28688,0.8582,1.56481,0.0014159,0.0014159,0.0014159
61,148.179,0.76154,0.72834,1.05124,0.84348,0.89474,0.86163,0.51743,1.41489,1.00295,1.71477,0.001406,0.001406,0.001406
62,149.654,0.70414,0.68068,1.01943,0.89021,0.94737,0.95405,0.53427,1.36737,0.9603,1.58283,0.0013961,0.0013961,0.0013961
63,151.182,0.79712,0.71837,1.04687,0.99232,1,0.995,0.58402,1.24087,0.74644,1.45837,0.0013862,0.0013862,0.0013862
64,152.65,0.76122,0.73695,1.0566,0.94189,0.94737,0.93049,0.58678,1.18843,0.75479,1.38205,0.0013763,0.0013763,0.0013763
65,154.121,0.78947,0.68211,1.03388,0.94277,0.94737,0.9456,0.60112,1.16244,0.69811,1.38475,0.0013664,0.0013664,0.0013664
66,155.641,0.70458,0.66824,1.01805,0.94126,0.94737,0.95085,0.60974,1.12391,0.65406,1.33826,0.0013565,0.0013565,0.0013565
67,157.19,0.75456,0.69531,1.03968,0.99443,1,0.995,0.58119,1.25883,0.5979,1.39105,0.0013466,0.0013466,0.0013466
68,158.702,0.8354,0.68789,1.04058,0.98727,1,0.995,0.56631,1.36786,0.63713,1.46867,0.0013367,0.0013367,0.0013367
69,160.165,0.76756,0.66793,1.01503,0.99323,1,0.995,0.59481,1.31699,0.64152,1.41699,0.0013268,0.0013268,0.0013268
70,161.649,0.6922,0.59735,0.97972,0.85368,1,0.9804,0.61348,1.2441,0.6678,1.35084,0.0013169,0.0013169,0.0013169
71,163.189,0.7512,0.62793,0.99767,0.93774,0.89474,0.94368,0.59646,1.27161,0.70901,1.39049,0.001307,0.001307,0.001307
72,164.657,0.76577,0.67909,1.03921,0.93967,0.89474,0.90877,0.59853,1.26651,0.77333,1.39724,0.0012971,0.0012971,0.0012971
73,166.17,0.69272,0.62831,1.01997,0.93199,0.89474,0.89485,0.62671,1.23942,0.80823,1.4019,0.0012872,0.0012872,0.0012872
74,167.723,0.72692,0.6781,0.98679,0.91612,0.89474,0.88257,0.6242,1.199,0.76706,1.44378,0.0012773,0.0012773,0.0012773
75,169.191,0.65428,0.59707,0.95936,0.92197,0.89474,0.88,0.57878,1.22866,0.7604,1.50449,0.0012674,0.0012674,0.0012674
76,175.303,0.77258,0.66321,1.03224,0.92184,0.89474,0.89041,0.61372,1.23924,0.81072,1.48236,0.0012575,0.0012575,0.0012575
77,176.762,0.71115,0.66561,0.99703,0.99371,0.94737,0.96659,0.60387,1.23856,0.78476,1.46286,0.0012476,0.0012476,0.0012476
78,178.27,0.67432,0.62911,0.98618,0.98988,0.94737,0.9558,0.61707,1.20728,0.70896,1.48203,0.0012377,0.0012377,0.0012377
79,179.756,0.68404,0.63127,0.99483,0.99385,0.94737,0.95567,0.6293,1.20666,0.74954,1.45961,0.0012278,0.0012278,0.0012278
80,181.287,0.67989,0.59741,1.01086,0.9415,0.89474,0.90438,0.64579,1.0992,0.69423,1.35631,0.0012179,0.0012179,0.0012179
81,188.999,0.64931,0.59422,0.99088,0.94344,0.89474,0.90576,0.67067,1.08113,0.61094,1.41065,0.001208,0.001208,0.001208
82,190.533,0.68904,0.61267,1.01257,0.94427,0.89189,0.89876,0.67106,1.15427,0.66285,1.48314,0.0011981,0.0011981,0.0011981
83,192.036,0.63247,0.57541,0.99718,0.99618,0.94737,0.94703,0.66448,1.15974,0.61983,1.37376,0.0011882,0.0011882,0.0011882
84,198.408,0.62358,0.5597,0.95583,0.99639,0.94737,0.94963,0.64845,1.19197,0.59426,1.40501,0.0011783,0.0011783,0.0011783
85,199.882,0.64588,0.67324,1.00576,1,0.99708,0.995,0.632,1.20487,0.58396,1.43608,0.0011684,0.0011684,0.0011684
86,201.336,0.6542,0.55847,0.95229,1,0.99759,0.995,0.62534,1.24258,0.58684,1.48104,0.0011585,0.0011585,0.0011585
87,202.821,0.67864,0.62407,0.99279,1,0.99656,0.995,0.62019,1.20409,0.5681,1.49206,0.0011486,0.0011486,0.0011486
88,204.319,0.69001,0.60059,1.00566,0.94737,0.94732,0.93388,0.59944,1.2557,0.62914,1.54645,0.0011387,0.0011387,0.0011387
89,205.783,0.654,0.56447,0.99084,0.99438,1,0.995,0.64049,1.29008,0.56892,1.60031,0.0011288,0.0011288,0.0011288
90,207.248,0.61139,0.52139,0.93165,0.99642,1,0.995,0.64435,1.21098,0.55065,1.52164,0.0011189,0.0011189,0.0011189
91,208.72,0.63783,0.53638,0.97364,0.99737,1,0.995,0.67169,1.12046,0.56493,1.40945,0.001109,0.001109,0.001109
92,210.264,0.64713,0.53622,0.98316,0.94735,0.9471,0.93006,0.67002,1.0323,0.67327,1.32483,0.0010991,0.0010991,0.0010991
93,211.769,0.6471,0.57143,0.99024,0.89138,0.94737,0.91373,0.63363,1.22838,0.58741,1.4296,0.0010892,0.0010892,0.0010892
94,213.242,0.62097,0.52921,0.9753,0.99667,0.94737,0.9925,0.63971,1.23891,0.57704,1.42529,0.0010793,0.0010793,0.0010793
95,214.705,0.58497,0.49297,0.92544,1,0.94211,0.97776,0.62373,1.28286,0.63449,1.48668,0.0010694,0.0010694,0.0010694
96,216.17,0.62831,0.56915,0.97647,1,0.89397,0.96302,0.57487,1.30409,0.64439,1.52845,0.0010595,0.0010595,0.0010595
97,222.319,0.67962,0.54892,0.97365,1,0.89009,0.95676,0.5816,1.28751,0.67777,1.52609,0.0010496,0.0010496,0.0010496
98,223.822,0.608,0.51379,0.95834,1,0.89319,0.95875,0.64472,1.09814,0.61373,1.42515,0.0010397,0.0010397,0.0010397
99,225.27,0.64076,0.58569,0.9789,1,0.94243,0.95631,0.64838,1.07603,0.59824,1.40708,0.0010298,0.0010298,0.0010298
100,226.733,0.57879,0.49565,0.96091,1,0.94288,0.96259,0.65709,1.13097,0.58802,1.41239,0.0010199,0.0010199,0.0010199
101,228.199,0.57693,0.52615,0.95545,0.94717,0.94383,0.95395,0.66228,1.05472,0.62267,1.31011,0.00101,0.00101,0.00101
102,229.669,0.6721,0.59346,0.99989,0.89424,0.89029,0.89562,0.65927,1.09566,0.70816,1.30487,0.0010001,0.0010001,0.0010001
103,231.177,0.57966,0.4964,0.94952,0.89136,0.89474,0.86675,0.63903,1.21345,0.70157,1.43107,0.0009902,0.0009902,0.0009902
104,237.475,0.53374,0.49662,0.91903,0.89156,0.89474,0.88932,0.65196,1.21606,0.69641,1.4332,0.0009803,0.0009803,0.0009803
105,238.947,0.53667,0.48863,0.90944,0.91573,0.89474,0.9236,0.63712,1.20426,0.69328,1.39627,0.0009704,0.0009704,0.0009704
106,240.417,0.50222,0.45654,0.90258,0.99531,0.94737,0.97893,0.63127,1.15536,0.64505,1.33274,0.0009605,0.0009605,0.0009605
107,241.879,0.5906,0.5332,0.95234,0.99491,0.94737,0.97893,0.63713,1.1766,0.61245,1.35877,0.0009506,0.0009506,0.0009506
108,243.384,0.62326,0.52326,0.99478,0.94437,0.94737,0.98497,0.67529,1.13504,0.6327,1.38048,0.0009407,0.0009407,0.0009407
109,249.735,0.59201,0.5086,0.927,0.94424,0.94737,0.98292,0.71375,1.08167,0.63222,1.33064,0.0009308,0.0009308,0.0009308
110,251.247,0.57553,0.49284,0.94906,0.89695,0.94737,0.97458,0.68961,1.02911,0.60217,1.30876,0.0009209,0.0009209,0.0009209
111,252.707,0.66486,0.53307,1.00573,0.94375,0.94737,0.97932,0.69269,0.97925,0.59472,1.284,0.000911,0.000911,0.000911
112,254.175,0.599,0.54283,0.96798,0.99289,0.94737,0.97379,0.67252,0.97859,0.60527,1.28339,0.0009011,0.0009011,0.0009011
113,255.678,0.61944,0.52509,0.96685,0.98414,0.94737,0.9863,0.67101,1.03148,0.56959,1.35268,0.0008912,0.0008912,0.0008912
114,261.738,0.5229,0.4754,0.92315,0.99622,0.94737,0.96479,0.67058,1.04332,0.56142,1.36561,0.0008813,0.0008813,0.0008813
115,263.204,0.58337,0.47795,0.95726,0.99624,0.94737,0.97139,0.68318,1.08487,0.54653,1.39457,0.0008714,0.0008714,0.0008714
116,264.669,0.54081,0.51399,0.94491,0.99648,0.94737,0.95984,0.66662,1.11896,0.55293,1.41003,0.0008615,0.0008615,0.0008615
117,266.139,0.60144,0.51115,0.97732,0.99674,0.94737,0.99024,0.66623,1.12458,0.55759,1.44807,0.0008516,0.0008516,0.0008516
118,267.641,0.50488,0.4376,0.91491,0.94404,0.89474,0.9401,0.64103,1.07547,0.57852,1.41484,0.0008417,0.0008417,0.0008417
119,269.102,0.51924,0.50102,0.92359,0.8928,0.89474,0.92504,0.63649,1.08357,0.6094,1.39198,0.0008318,0.0008318,0.0008318
120,270.585,0.53429,0.47484,0.94458,0.89963,0.94368,0.92393,0.61586,1.09543,0.6129,1.36708,0.0008219,0.0008219,0.0008219
121,272.053,0.56318,0.48169,0.93315,0.94723,0.94489,0.97262,0.63952,1.0905,0.58151,1.338,0.000812,0.000812,0.000812
122,273.513,0.53145,0.46115,0.94911,0.94724,0.94505,0.9745,0.63719,1.09126,0.56387,1.31558,0.0008021,0.0008021,0.0008021
123,275.011,0.54657,0.49075,0.95569,0.95,0.99992,0.9925,0.65948,1.13349,0.52332,1.37189,0.0007922,0.0007922,0.0007922
124,281.505,0.60395,0.50108,0.97838,0.9956,0.94737,0.97294,0.67184,1.13196,0.52431,1.38489,0.0007823,0.0007823,0.0007823
125,282.978,0.563,0.49473,0.93374,0.99574,0.94737,0.9925,0.66918,1.13533,0.51926,1.41059,0.0007724,0.0007724,0.0007724
126,284.452,0.54898,0.49246,0.94824,0.99461,0.94737,0.99024,0.67061,1.14075,0.50562,1.41815,0.0007625,0.0007625,0.0007625
127,285.935,0.56647,0.49084,0.92531,0.99544,0.94737,0.99024,0.66432,1.14201,0.50829,1.41402,0.0007526,0.0007526,0.0007526
128,287.437,0.49921,0.43872,0.92868,0.9962,0.94737,0.96762,0.65295,1.13247,0.52463,1.40349,0.0007427,0.0007427,0.0007427
129,293.817,0.53237,0.48042,0.93352,0.99589,0.94737,0.95005,0.66101,1.11604,0.51071,1.4017,0.0007328,0.0007328,0.0007328
130,295.287,0.54532,0.49092,0.95327,0.99598,0.94737,0.9925,0.66099,1.16814,0.48822,1.43779,0.0007229,0.0007229,0.0007229
131,296.756,0.51658,0.46871,0.92494,0.99539,0.94737,0.9925,0.66589,1.20659,0.48236,1.43729,0.000713,0.000713,0.000713
132,298.211,0.51752,0.44162,0.91694,0.99557,0.94737,0.9925,0.65504,1.18355,0.47352,1.41101,0.0007031,0.0007031,0.0007031
133,299.708,0.55131,0.46867,0.94352,1,0.99812,0.995,0.66878,1.11247,0.45986,1.39627,0.0006932,0.0006932,0.0006932
134,301.2,0.49163,0.42179,0.92015,1,0.99855,0.995,0.67521,1.06706,0.47615,1.33805,0.0006833,0.0006833,0.0006833
135,302.661,0.52032,0.44912,0.92396,1,0.99834,0.995,0.67613,1.04081,0.48973,1.31828,0.0006734,0.0006734,0.0006734
136,304.121,0.51156,0.44606,0.92168,1,0.99788,0.995,0.68483,1.02772,0.49189,1.30668,0.0006635,0.0006635,0.0006635
137,305.594,0.49224,0.42186,0.91046,1,0.99755,0.995,0.69358,1.02644,0.50341,1.29953,0.0006536,0.0006536,0.0006536
138,307.099,0.4846,0.41216,0.91378,1,0.99727,0.995,0.70042,1.00856,0.52507,1.27071,0.0006437,0.0006437,0.0006437
139,308.555,0.45625,0.39285,0.89842,1,0.99736,0.995,0.70758,0.99973,0.4924,1.25726,0.0006338,0.0006338,0.0006338
140,310.02,0.55414,0.48552,0.91346,1,0.99718,0.995,0.69457,1.04539,0.49348,1.26073,0.0006239,0.0006239,0.0006239
141,316.234,0.4845,0.40754,0.91874,1,0.997,0.995,0.70323,1.01388,0.46544,1.24761,0.000614,0.000614,0.000614
142,317.71,0.51659,0.46139,0.94307,1,0.99696,0.995,0.69394,1.02229,0.47537,1.2526,0.0006041,0.0006041,0.0006041
143,319.21,0.50732,0.42942,0.91489,1,0.99672,0.995,0.66329,1.05867,0.49092,1.27744,0.0005942,0.0005942,0.0005942
144,320.683,0.50366,0.42578,0.89797,1,0.99671,0.995,0.66486,1.04444,0.47298,1.29397,0.0005843,0.0005843,0.0005843
145,322.153,0.47714,0.40319,0.9069,1,0.99685,0.995,0.66246,1.04823,0.47431,1.30446,0.0005744,0.0005744,0.0005744
146,323.611,0.48767,0.42792,0.9324,1,0.99803,0.995,0.66497,1.0854,0.45606,1.32899,0.0005645,0.0005645,0.0005645
147,325.067,0.48062,0.39978,0.91985,1,0.99962,0.995,0.67847,1.08266,0.46453,1.31024,0.0005546,0.0005546,0.0005546
148,331.487,0.45087,0.41228,0.8956,0.99766,1,0.995,0.69552,1.09014,0.46703,1.31514,0.0005447,0.0005447,0.0005447
149,332.96,0.45359,0.37981,0.88519,0.99739,1,0.995,0.70006,1.08396,0.46836,1.3113,0.0005348,0.0005348,0.0005348
150,334.421,0.42671,0.37461,0.90111,0.99745,1,0.995,0.72798,1.08067,0.46061,1.31891,0.0005249,0.0005249,0.0005249
151,335.935,0.47747,0.42247,0.92463,0.99752,1,0.995,0.70546,1.07733,0.45357,1.33548,0.000515,0.000515,0.000515
152,337.391,0.45338,0.37522,0.89043,0.9976,1,0.995,0.68882,1.08693,0.44883,1.355,0.0005051,0.0005051,0.0005051
153,338.89,0.43227,0.3857,0.89899,0.99745,1,0.995,0.69696,1.04479,0.46087,1.34007,0.0004952,0.0004952,0.0004952
154,340.35,0.45443,0.39694,0.90519,0.99742,1,0.995,0.70211,1.03797,0.46608,1.33951,0.0004853,0.0004853,0.0004853
155,341.823,0.47353,0.40224,0.90079,0.99739,1,0.995,0.69305,1.03839,0.48265,1.33308,0.0004754,0.0004754,0.0004754
156,343.284,0.47958,0.41395,0.90602,0.99744,1,0.995,0.67339,1.04376,0.49699,1.33057,0.0004655,0.0004655,0.0004655
157,344.741,0.52711,0.43238,0.95714,0.99745,1,0.995,0.66395,1.04829,0.50718,1.32819,0.0004556,0.0004556,0.0004556
158,346.243,0.4467,0.39385,0.89913,0.9975,1,0.995,0.69075,1.0628,0.47574,1.33351,0.0004457,0.0004457,0.0004457
159,352.327,0.44272,0.37233,0.90381,0.9975,1,0.995,0.69676,1.06246,0.47822,1.31714,0.0004358,0.0004358,0.0004358
160,353.8,0.4598,0.3789,0.89965,0.99748,1,0.995,0.69371,1.06114,0.47168,1.29238,0.0004259,0.0004259,0.0004259
161,355.26,0.42843,0.3773,0.90371,0.99755,1,0.995,0.68169,1.07908,0.45889,1.29076,0.000416,0.000416,0.000416
162,356.738,0.4421,0.35294,0.87902,0.9976,1,0.995,0.6853,1.08599,0.45356,1.29387,0.0004061,0.0004061,0.0004061
163,358.236,0.40937,0.34771,0.88137,0.99835,1,0.995,0.69944,1.06001,0.41989,1.30742,0.0003962,0.0003962,0.0003962
164,359.687,0.43561,0.38868,0.92743,0.99924,1,0.995,0.6901,1.04518,0.41958,1.30255,0.0003863,0.0003863,0.0003863
165,361.152,0.42786,0.417,0.8843,0.99995,1,0.995,0.70755,1.04333,0.41925,1.29062,0.0003764,0.0003764,0.0003764
166,367.89,0.46322,0.4427,0.93212,1,0.99904,0.995,0.7041,1.008,0.4384,1.24146,0.0003665,0.0003665,0.0003665
167,371.748,0.4423,0.36815,0.90507,1,0.99829,0.995,0.69793,1.01445,0.46296,1.24675,0.0003566,0.0003566,0.0003566
168,375.47,0.46173,0.38063,0.90893,1,0.99753,0.995,0.70793,1.01848,0.47954,1.24037,0.0003467,0.0003467,0.0003467
169,376.938,0.40021,0.3537,0.87078,1,0.99745,0.995,0.70416,1.02934,0.49526,1.23332,0.0003368,0.0003368,0.0003368
170,378.404,0.41737,0.37844,0.88568,1,0.9974,0.995,0.70528,1.03543,0.49113,1.23281,0.0003269,0.0003269,0.0003269
171,379.89,0.42117,0.35023,0.90955,1,0.99748,0.995,0.70356,1.02705,0.48335,1.22533,0.000317,0.000317,0.000317
172,381.343,0.4436,0.38163,0.89922,1,0.99789,0.995,0.6963,1.00419,0.47284,1.2111,0.0003071,0.0003071,0.0003071
173,382.838,0.42657,0.36153,0.9223,1,0.99808,0.995,0.6967,1.04277,0.46098,1.24718,0.0002972,0.0002972,0.0002972
174,384.292,0.40429,0.36894,0.87573,1,0.99824,0.995,0.69918,1.05175,0.44797,1.26421,0.0002873,0.0002873,0.0002873
175,385.759,0.39767,0.35172,0.86077,1,0.99856,0.995,0.71184,1.0633,0.44839,1.2874,0.0002774,0.0002774,0.0002774
176,387.22,0.39236,0.33895,0.86632,1,0.99843,0.995,0.70789,1.0645,0.45588,1.28541,0.0002675,0.0002675,0.0002675
177,388.681,0.42965,0.35504,0.87595,1,0.99831,0.995,0.70283,1.0654,0.47656,1.28944,0.0002576,0.0002576,0.0002576
178,390.204,0.41525,0.35255,0.87687,1,0.99728,0.995,0.69818,1.05528,0.48626,1.28493,0.0002477,0.0002477,0.0002477
179,391.665,0.40946,0.34857,0.87572,0.99527,0.94737,0.9925,0.69998,1.05541,0.48769,1.27453,0.0002378,0.0002378,0.0002378
180,393.138,0.40131,0.35137,0.88012,0.94701,1,0.9925,0.69644,1.07098,0.49289,1.27878,0.0002279,0.0002279,0.0002279
181,394.607,0.42271,0.32819,0.88274,0.94874,1,0.9925,0.70365,1.08565,0.49982,1.2859,0.000218,0.000218,0.000218
182,396.074,0.41619,0.37291,0.88352,1,0.99836,0.995,0.70928,1.0984,0.49791,1.29462,0.0002081,0.0002081,0.0002081
183,397.588,0.3683,0.33455,0.88957,1,0.99792,0.995,0.72271,1.12308,0.49017,1.30924,0.0001982,0.0001982,0.0001982
184,399.057,0.37218,0.33582,0.87833,1,0.99864,0.995,0.71332,1.13143,0.49224,1.3064,0.0001883,0.0001883,0.0001883
185,400.54,0.3836,0.32825,0.87491,1,0.99867,0.995,0.71664,1.12933,0.49472,1.29931,0.0001784,0.0001784,0.0001784
186,402.004,0.40113,0.34283,0.87145,1,0.99879,0.995,0.71014,1.12759,0.49119,1.28649,0.0001685,0.0001685,0.0001685
187,403.465,0.39253,0.34881,0.89209,1,0.9988,0.995,0.71039,1.11233,0.48434,1.27069,0.0001586,0.0001586,0.0001586
188,404.97,0.41979,0.38984,0.91113,1,0.99954,0.995,0.72621,1.10768,0.45844,1.26676,0.0001487,0.0001487,0.0001487
189,406.437,0.352,0.31449,0.84456,1,0.9997,0.995,0.72358,1.1082,0.45057,1.26669,0.0001388,0.0001388,0.0001388
190,407.899,0.4302,0.38017,0.91445,1,0.99975,0.995,0.72689,1.1081,0.44798,1.26917,0.0001289,0.0001289,0.0001289
